rank	count	TAXON_LSID
240=	36	urn:lsid:biodiversity.org.au:afd.taxon:214e22ca-5fd4-42ef-9f35-e4d922679559
240=	36	urn:lsid:biodiversity.org.au:afd.taxon:3041f483-843f-4e2a-bb2a-f0f0dc2954f2
240=	36	urn:lsid:biodiversity.org.au:afd.taxon:304af228-9f4a-4c5d-9cf2-dd5d9051de47
240=	36	urn:lsid:biodiversity.org.au:afd.taxon:3213f793-5332-43ae-9925-0e0d074fed4e
240=	36	urn:lsid:biodiversity.org.au:afd.taxon:3d7c9688-bd68-4f2e-93d4-77c9741b7733
240=	36	urn:lsid:biodiversity.org.au:afd.taxon:3e9f60dc-d012-480f-9cb9-dd65c3ffcb6f
240=	36	urn:lsid:biodiversity.org.au:afd.taxon:434ff61c-260a-4210-a178-f6b789d0814f
240=	36	urn:lsid:biodiversity.org.au:afd.taxon:49b1fc8a-a0c9-4069-b1ab-e8801f273b50
240=	36	urn:lsid:biodiversity.org.au:afd.taxon:4c9e78b7-3dc0-4e00-8821-e26723aa62de
240=	36	urn:lsid:biodiversity.org.au:afd.taxon:4e6444ca-82b4-43f3-acea-0cc2e1edef4c
240=	36	urn:lsid:biodiversity.org.au:afd.taxon:536698f9-42b8-4cc7-a796-9a7422185936
240=	36	urn:lsid:biodiversity.org.au:afd.taxon:54881250-de93-40bd-a2c9-245946662439
240=	36	urn:lsid:biodiversity.org.au:afd.taxon:5aeda52c-e3f9-4274-a612-e61dfbddea06
240=	36	urn:lsid:biodiversity.org.au:afd.taxon:5b6e2c65-dd01-48ce-813b-0a668b3262cf
240=	36	urn:lsid:biodiversity.org.au:afd.taxon:67420dd7-0771-4e07-bce0-4fadb2e62b77
240=	36	urn:lsid:biodiversity.org.au:afd.taxon:848626a9-928d-4dc7-9a19-286f338616a8
240=	36	urn:lsid:biodiversity.org.au:afd.taxon:8514bc56-750e-4b79-acee-1056e3a59f7e
240=	36	urn:lsid:biodiversity.org.au:afd.taxon:867385fa-a30f-4cd6-a617-236f1fd8d3b5
240=	36	urn:lsid:biodiversity.org.au:afd.taxon:8743f83e-0185-4393-8eb2-8ef832a9e48a
240=	36	urn:lsid:biodiversity.org.au:afd.taxon:8c155a33-cc9f-48cb-93c3-20b4258e0a20
240=	36	urn:lsid:biodiversity.org.au:afd.taxon:98157aa7-22e7-417a-ad15-9538f3f7b8e9
240=	36	urn:lsid:biodiversity.org.au:afd.taxon:a48c60f6-fdb0-4ef4-b287-f95625f3fc90
240=	36	urn:lsid:biodiversity.org.au:afd.taxon:a503b9d7-3fed-4a31-b47d-5ba317933a01
240=	36	urn:lsid:biodiversity.org.au:afd.taxon:a58a3e40-b49c-44b0-9dbb-0cd0cd2f1e0d
240=	36	urn:lsid:biodiversity.org.au:afd.taxon:b5ed02af-39a3-4f66-b932-2ca92fda4240
240=	36	urn:lsid:biodiversity.org.au:afd.taxon:b8e2d50d-76db-4a3e-95cf-4e7a7f4c36db
240=	36	urn:lsid:biodiversity.org.au:afd.taxon:c3eeae36-0aea-4e14-93b1-3a23be127eb5
240=	36	urn:lsid:biodiversity.org.au:afd.taxon:c734afbb-b323-4e64-b5d0-607c1bd5feef
240=	36	urn:lsid:biodiversity.org.au:afd.taxon:d0d0dcc9-2e6f-4d7a-a7b0-cf68b4cc5640
240=	36	urn:lsid:biodiversity.org.au:afd.taxon:d1ed8fee-adf2-49a1-b91e-45fa0b7c6fc1
240=	36	urn:lsid:biodiversity.org.au:afd.taxon:d49fa0c5-606d-49fa-853b-a7d9925c1c05
240=	36	urn:lsid:biodiversity.org.au:afd.taxon:d4e6bd1a-1328-48b2-8081-4092c1092c6e
240=	36	urn:lsid:biodiversity.org.au:afd.taxon:d8fd252a-9df0-401f-b41b-27671949db26
277=	35	urn:lsid:biodiversity.org.au:afd.taxon:01b45e80-98b3-475d-86c2-06f54734eb8d
277=	35	urn:lsid:biodiversity.org.au:afd.taxon:085300c6-2982-4914-a226-f6c6a05b74e2
277=	35	urn:lsid:biodiversity.org.au:afd.taxon:0a0d0cdb-ef2b-4b9a-a8ea-e9660685e3a7
277=	35	urn:lsid:biodiversity.org.au:afd.taxon:10aa9235-64ff-409e-a8e4-ccf703692110
277=	35	urn:lsid:biodiversity.org.au:afd.taxon:2e474775-7d14-4e9b-8240-f0819c7808c2
277=	35	urn:lsid:biodiversity.org.au:afd.taxon:44542868-4be3-4d19-8bf1-82be4481169c
277=	35	urn:lsid:biodiversity.org.au:afd.taxon:53e9b48d-6ef8-4514-b2cc-bf9be496e441
277=	35	urn:lsid:biodiversity.org.au:afd.taxon:840a7c1d-b737-4508-832a-ea57d51c65f3
277=	35	urn:lsid:biodiversity.org.au:afd.taxon:9faa025b-8e82-4cc8-b9bf-a182622e3082
277=	35	urn:lsid:biodiversity.org.au:afd.taxon:b8f71dc2-dfcd-4d5f-a17a-921041059f69
277=	35	urn:lsid:biodiversity.org.au:afd.taxon:bf8b3d33-90c7-478a-9fa5-14922920ef2a
277=	35	urn:lsid:biodiversity.org.au:afd.taxon:eac11068-b7ef-488d-bff5-21f4e247462d
277=	35	urn:lsid:biodiversity.org.au:afd.taxon:f26dbc6c-6ba5-4439-96b3-fc374e4a1233
290=	34	urn:lsid:biodiversity.org.au:afd.taxon:1593d36c-19a1-4bb7-b08e-c3a68f148aa1
290=	34	urn:lsid:biodiversity.org.au:afd.taxon:57c43ff5-5ac5-449b-baf6-428f256bb262
290=	34	urn:lsid:biodiversity.org.au:afd.taxon:b181173c-b568-4488-a067-0e6f35f9f66b
290=	34	urn:lsid:biodiversity.org.au:afd.taxon:c720da10-ddd4-46f7-8a33-c3ab00e5137b
290=	34	urn:lsid:biodiversity.org.au:afd.taxon:cf04ba36-6026-4ef4-8cc1-287ce125f983
290=	34	urn:lsid:biodiversity.org.au:afd.taxon:db167fa0-36b7-4f86-879a-feb702123214
296=	33	urn:lsid:biodiversity.org.au:afd.taxon:0eeda271-f321-45a2-8114-5671d1440350
296=	33	urn:lsid:biodiversity.org.au:afd.taxon:25987b27-8292-4bd3-a327-f382bde2be1a
296=	33	urn:lsid:biodiversity.org.au:afd.taxon:3aa03e74-65ce-46cc-aded-a86258c25d2e
296=	33	urn:lsid:biodiversity.org.au:afd.taxon:9cc0863f-0f7d-0b3b-e044-00144f3b4a43
296=	33	urn:lsid:biodiversity.org.au:afd.taxon:aeae1d51-ba17-454c-a61c-ef5b81716114
296=	33	urn:lsid:biodiversity.org.au:afd.taxon:bba39481-36ee-4e74-92e3-577bc71cdd2c
302=	32	urn:lsid:biodiversity.org.au:afd.taxon:16d7e7f9-f8b4-4308-ba4f-69bd426edaf7
302=	32	urn:lsid:biodiversity.org.au:afd.taxon:8b962bea-606b-4216-83d7-a1b6c7d15e87
302=	32	urn:lsid:biodiversity.org.au:afd.taxon:9294dda5-ef7f-4ffc-bac5-f14a8a70a106
305=	31	urn:lsid:biodiversity.org.au:afd.taxon:6547c25d-ea63-4296-b5e3-9b907b5e0687
305=	31	urn:lsid:biodiversity.org.au:afd.taxon:9cc0863f-10af-0b3b-e044-00144f3b4a43
307=	30	urn:lsid:biodiversity.org.au:afd.taxon:01148ee3-7f1a-4296-9473-3bc37df85edb
307=	30	urn:lsid:biodiversity.org.au:afd.taxon:0d80c0b0-1f0b-4515-81a6-4b0f05e62e62
307=	30	urn:lsid:biodiversity.org.au:afd.taxon:162695e8-7b1e-4054-b1ed-4d7e806660ec
307=	30	urn:lsid:biodiversity.org.au:afd.taxon:16cf8287-f6ad-4318-ae8e-a1798609fedf
307=	30	urn:lsid:biodiversity.org.au:afd.taxon:17147a60-7ce3-428f-9013-3caca0755596
307=	30	urn:lsid:biodiversity.org.au:afd.taxon:24aa8ee5-3a91-4bb6-b455-b7684db7e7fc
307=	30	urn:lsid:biodiversity.org.au:afd.taxon:2d6a3e38-1789-429b-bce6-5fe82ca5fd94
307=	30	urn:lsid:biodiversity.org.au:afd.taxon:3e5a1308-7b1e-4b1e-883d-db59b3ea74cd
307=	30	urn:lsid:biodiversity.org.au:afd.taxon:3f3029cb-c472-4c57-a20f-515751f185fb
307=	30	urn:lsid:biodiversity.org.au:afd.taxon:491b3b22-12ef-4c0f-96d0-34cf9b856a7b
307=	30	urn:lsid:biodiversity.org.au:afd.taxon:4f4c826e-b86a-4464-99ce-c8ada56ba36c
307=	30	urn:lsid:biodiversity.org.au:afd.taxon:50f81332-ee7e-4127-9513-a6862790b124
307=	30	urn:lsid:biodiversity.org.au:afd.taxon:51c056fa-c2c9-46ef-a2f7-3d69cd292454
307=	30	urn:lsid:biodiversity.org.au:afd.taxon:55088ef6-013d-4418-9a2c-86f751d8d0c7
307=	30	urn:lsid:biodiversity.org.au:afd.taxon:6743d691-bcb6-4460-9d4a-471fa0eb188d
307=	30	urn:lsid:biodiversity.org.au:afd.taxon:6cf3da71-fc35-443b-a63e-9f83c22f77dd
307=	30	urn:lsid:biodiversity.org.au:afd.taxon:772d2c68-8df5-4d9c-a426-56fba3ff7bef
307=	30	urn:lsid:biodiversity.org.au:afd.taxon:78acdf52-06fc-4aee-a770-1cc1f3ef7e95
307=	30	urn:lsid:biodiversity.org.au:afd.taxon:84049cc2-079c-4bdc-bfc8-a96e87a48d29
307=	30	urn:lsid:biodiversity.org.au:afd.taxon:8f65dfdb-e7b8-4cfe-84ab-f75349bcc9b9
307=	30	urn:lsid:biodiversity.org.au:afd.taxon:941c06a5-f2d5-41e1-8fbd-0cd32778b863
307=	30	urn:lsid:biodiversity.org.au:afd.taxon:9ad77386-e6e8-4feb-9cd3-c4a2970cee4d
307=	30	urn:lsid:biodiversity.org.au:afd.taxon:9cc0863f-0f86-0b3b-e044-00144f3b4a43
307=	30	urn:lsid:biodiversity.org.au:afd.taxon:a7de24df-f4e5-4d6c-83fe-32f7bc8af973
307=	30	urn:lsid:biodiversity.org.au:afd.taxon:ab7d10ac-e4cf-41ce-8536-e6bee56f91db
307=	30	urn:lsid:biodiversity.org.au:afd.taxon:acf3285b-af5c-448e-bda5-bf468ba4d6d8
307=	30	urn:lsid:biodiversity.org.au:afd.taxon:c9fe65d1-970d-4ca5-b50a-7687525563c2
307=	30	urn:lsid:biodiversity.org.au:afd.taxon:d147166a-027e-471a-812b-44af5d81b459
307=	30	urn:lsid:biodiversity.org.au:afd.taxon:db33fb1d-53ef-4130-a047-1f37ca761199
307=	30	urn:lsid:biodiversity.org.au:afd.taxon:e9e77759-9741-4c80-9dd0-1c6da5fcb1f4
307=	30	urn:lsid:biodiversity.org.au:afd.taxon:ed41efce-f3db-4b6e-a43f-4e67946d9518
307=	30	urn:lsid:biodiversity.org.au:afd.taxon:f5907668-d246-400f-a4c2-a3215c0c508c
307=	30	urn:lsid:biodiversity.org.au:afd.taxon:fa9edfa8-c383-4fb6-a88d-bb43e40112e9
307=	30	urn:lsid:biodiversity.org.au:afd.taxon:fee80a9c-601f-4d6b-a8e2-02a1110a6108
341=	28	urn:lsid:biodiversity.org.au:afd.taxon:02cdf2b6-40e7-4bda-a0a2-166ab302426b
341=	28	urn:lsid:biodiversity.org.au:afd.taxon:0440e8c9-a583-486e-8bde-e4f8095834cb
341=	28	urn:lsid:biodiversity.org.au:afd.taxon:0d1ab40b-a594-4f57-8471-788e644ac435
341=	28	urn:lsid:biodiversity.org.au:afd.taxon:0e4f22cc-a99e-4b95-9e67-bc9a12fb05f0
341=	28	urn:lsid:biodiversity.org.au:afd.taxon:2c2681e7-7481-493a-b18f-b2d74c9052ad
341=	28	urn:lsid:biodiversity.org.au:afd.taxon:383a9a99-70c6-4156-98b7-09fcaadeeb2a
341=	28	urn:lsid:biodiversity.org.au:afd.taxon:4c5e5546-e9d4-47cd-b352-2fba301becc6
341=	28	urn:lsid:biodiversity.org.au:afd.taxon:580d8592-af6c-4cf5-9915-c12dd3b11672
341=	28	urn:lsid:biodiversity.org.au:afd.taxon:65b327ff-4d85-4a00-8ec4-0bd95754d04d
341=	28	urn:lsid:biodiversity.org.au:afd.taxon:6f3a7ab4-1085-4d96-a7df-20432fc3eb74
341=	28	urn:lsid:biodiversity.org.au:afd.taxon:7592c348-b264-4df9-abe2-067700f1cc8c
341=	28	urn:lsid:biodiversity.org.au:afd.taxon:7af9c6ae-9425-4a24-a420-bfb2fcfa6edd
341=	28	urn:lsid:biodiversity.org.au:afd.taxon:7dc98eaf-733b-4eab-b5e2-a43bdff69a57
341=	28	urn:lsid:biodiversity.org.au:afd.taxon:806cb27d-fdbf-47ac-9fd4-ba7fb68a94e0
341=	28	urn:lsid:biodiversity.org.au:afd.taxon:8140f9da-2e9d-4ed1-b32b-d61b47ba8416
341=	28	urn:lsid:biodiversity.org.au:afd.taxon:895ade0a-8dcf-449f-88f3-6c54b18527f3
341=	28	urn:lsid:biodiversity.org.au:afd.taxon:8a640fd2-aedb-4bac-9578-9de55501b7b0
341=	28	urn:lsid:biodiversity.org.au:afd.taxon:9acd0497-9721-46f9-9c1d-bfa11b43badb
341=	28	urn:lsid:biodiversity.org.au:afd.taxon:9c71da2e-aa52-4c48-b7e6-32fb03d5a75d
341=	28	urn:lsid:biodiversity.org.au:afd.taxon:aa9b70c7-c925-41fe-8f8e-eef2c85bd804
341=	28	urn:lsid:biodiversity.org.au:afd.taxon:ab76f7e5-375a-40e1-af3f-df1ce748e569
341=	28	urn:lsid:biodiversity.org.au:afd.taxon:d0c8ae9b-fd77-4a0a-a3b4-1bde6851df22
341=	28	urn:lsid:biodiversity.org.au:afd.taxon:d394a4f2-89fd-4aed-98b2-3e11600b7405
341=	28	urn:lsid:biodiversity.org.au:afd.taxon:d88b9621-9b79-44aa-939f-f1e10f47455e
341=	28	urn:lsid:biodiversity.org.au:afd.taxon:dcb9b5a0-a855-4b49-ab85-f09028d064e7
341=	28	urn:lsid:biodiversity.org.au:afd.taxon:e51fd1ec-99e8-4be8-9e9e-2a2042d16c6a
341=	28	urn:lsid:biodiversity.org.au:afd.taxon:f4f7733c-af49-4a5a-a672-030174fb95c9
341=	28	urn:lsid:biodiversity.org.au:afd.taxon:f5815832-ad42-4b43-9c33-4d08281427c7
341=	28	urn:lsid:biodiversity.org.au:afd.taxon:fa6acfac-a184-41ce-989b-8d843335cc6d
341=	28	urn:lsid:biodiversity.org.au:afd.taxon:fdf154b1-27f6-414b-bc13-06e09670c931
341=	28	urn:lsid:biodiversity.org.au:afd.taxon:ff5dd6b6-a0be-442f-818b-fa84afbeb7cd
372=	27	urn:lsid:biodiversity.org.au:afd.taxon:2c63bd6d-b204-4a5b-93e2-06a0a3117e80
372=	27	urn:lsid:biodiversity.org.au:afd.taxon:2d073929-2d8b-442b-8049-978c5bcbc848
372=	27	urn:lsid:biodiversity.org.au:afd.taxon:3327a46c-afd0-4e58-b1b1-fb74b06728f7
372=	27	urn:lsid:biodiversity.org.au:afd.taxon:3d690870-44fc-4dcd-854b-d0968f8def98
372=	27	urn:lsid:biodiversity.org.au:afd.taxon:44f3fa19-d268-4d60-96ca-695a36e95d50
372=	27	urn:lsid:biodiversity.org.au:afd.taxon:4f85192b-dc2a-4c07-8bc3-9fe321cd34c1
372=	27	urn:lsid:biodiversity.org.au:afd.taxon:53b65f22-5f9e-4645-8667-322073bcc3e5
372=	27	urn:lsid:biodiversity.org.au:afd.taxon:6739edcc-0bc6-4edc-b7d6-2fadfadb2f53
372=	27	urn:lsid:biodiversity.org.au:afd.taxon:727872e0-9e45-4fd6-a709-e35beac1d4b0
372=	27	urn:lsid:biodiversity.org.au:afd.taxon:7e88dca8-553f-4cd0-8c16-cabdf330c311
372=	27	urn:lsid:biodiversity.org.au:afd.taxon:7fb61f4e-325a-4860-ba97-4b4e4b20a9e3
372=	27	urn:lsid:biodiversity.org.au:afd.taxon:99a30dea-294a-42c1-b176-fc937156a85d
372=	27	urn:lsid:biodiversity.org.au:afd.taxon:9be07672-ce5c-4df6-a5d8-d20a8654814a
372=	27	urn:lsid:biodiversity.org.au:afd.taxon:abd04f4e-a120-4f0b-b84d-fbd7f11d36c2
372=	27	urn:lsid:biodiversity.org.au:afd.taxon:b3f8dae7-c061-4ba3-9f46-d11574b4e3a0
372=	27	urn:lsid:biodiversity.org.au:afd.taxon:bd9c914f-7594-418c-b2da-8002a708bde2
372=	27	urn:lsid:biodiversity.org.au:afd.taxon:cbc98afa-dc2e-411b-81ff-dd4ee82e1d44
372=	27	urn:lsid:biodiversity.org.au:afd.taxon:cd170f11-190e-4e90-aeed-b33d751c9cd2
372=	27	urn:lsid:biodiversity.org.au:afd.taxon:d606bd42-0498-42f1-8be0-8430c446a42d
372=	27	urn:lsid:biodiversity.org.au:afd.taxon:e99d8e17-c042-42c3-a6c8-57f520531725
372=	27	urn:lsid:biodiversity.org.au:afd.taxon:fb063836-05f9-4da2-bf1a-f9bbd6c8c86c
372=	27	urn:lsid:biodiversity.org.au:afd.taxon:ffed6fe5-8221-4334-8e84-cd4da70e6732
394=	26	urn:lsid:biodiversity.org.au:afd.taxon:00a3f0a0-e71a-45eb-a765-1b7ee119759d
394=	26	urn:lsid:biodiversity.org.au:afd.taxon:0f37bf09-8d7e-4361-bd8c-e0ebe1a1c060
394=	26	urn:lsid:biodiversity.org.au:afd.taxon:2667f57d-9ace-45e0-abed-590dd2c31ccf
394=	26	urn:lsid:biodiversity.org.au:afd.taxon:5cb164c5-b587-497f-9e49-ff5de24e6990
394=	26	urn:lsid:biodiversity.org.au:afd.taxon:97493e3b-a822-420d-8783-8d85735c1e3c
394=	26	urn:lsid:biodiversity.org.au:afd.taxon:9cc0863f-0fb9-0b3b-e044-00144f3b4a43
394=	26	urn:lsid:biodiversity.org.au:afd.taxon:a7c30974-c19d-40bc-b6aa-78e09ff62a34
394=	26	urn:lsid:biodiversity.org.au:afd.taxon:ab12e1d2-7a9a-44a1-b2ca-98fecafc3534
394=	26	urn:lsid:biodiversity.org.au:afd.taxon:f5f94926-dbcf-4e66-83d4-1defc1aa0203
403=	25	urn:lsid:biodiversity.org.au:afd.taxon:036528a3-f9b9-4764-9e49-b8bba232c810
403=	25	urn:lsid:biodiversity.org.au:afd.taxon:08dc1895-10aa-4485-bd81-d3f6a98d6f81
403=	25	urn:lsid:biodiversity.org.au:afd.taxon:0adbc6d9-1d0c-4f62-b199-0fe3d8d028c2
403=	25	urn:lsid:biodiversity.org.au:afd.taxon:15efee80-800e-49b2-a63c-c3b70123b332
403=	25	urn:lsid:biodiversity.org.au:afd.taxon:2a5e0fe1-140b-441a-96ed-90b1bb02230a
403=	25	urn:lsid:biodiversity.org.au:afd.taxon:4fe93037-1a25-42e7-8335-feefab390efa
403=	25	urn:lsid:biodiversity.org.au:afd.taxon:5a879363-4ff6-4ca2-9653-f0f3b7091111
403=	25	urn:lsid:biodiversity.org.au:afd.taxon:67397cc0-fc41-4119-934a-e5957b699cb2
403=	25	urn:lsid:biodiversity.org.au:afd.taxon:74d83ced-18ff-4e48-a00a-ef5800d2260d
403=	25	urn:lsid:biodiversity.org.au:afd.taxon:b22c8f80-20d3-4645-b1d8-b8e86dbf5790
403=	25	urn:lsid:biodiversity.org.au:afd.taxon:c3a5b4b4-86d5-423d-9435-4ffd651340e4
403=	25	urn:lsid:biodiversity.org.au:afd.taxon:c8cfb959-f6f3-47aa-83b2-69ac3f02f50e
403=	25	urn:lsid:biodiversity.org.au:afd.taxon:d47e7ade-a267-486d-ab95-7c273395eff1
403=	25	urn:lsid:biodiversity.org.au:afd.taxon:dec16258-2974-4026-a51d-11ec90362398
403=	25	urn:lsid:biodiversity.org.au:afd.taxon:e94d8c4f-53f2-4779-b2a5-bab40c778a10
403=	25	urn:lsid:biodiversity.org.au:afd.taxon:eb105857-cacb-480d-9d8f-a2b6112d979d
403=	25	urn:lsid:biodiversity.org.au:afd.taxon:ec05902e-a8c5-49ba-b1b4-1044deaeefbd
403=	25	urn:lsid:biodiversity.org.au:afd.taxon:ef85fc9b-8c25-4ea4-ad08-8939d0d874e0
403=	25	urn:lsid:biodiversity.org.au:afd.taxon:fc5fd532-1675-46e1-b405-0f84dc85b3d1
422=	24	urn:lsid:biodiversity.org.au:afd.taxon:02711fe3-84d1-4dbc-bd35-aeb54dd06b78
422=	24	urn:lsid:biodiversity.org.au:afd.taxon:06927742-6524-45a8-89d4-fa5861ef2e1c
422=	24	urn:lsid:biodiversity.org.au:afd.taxon:06b29847-d0a2-4b77-b100-793ff271dd2a
422=	24	urn:lsid:biodiversity.org.au:afd.taxon:104caf60-bf09-4896-82bf-7ec203619aee
422=	24	urn:lsid:biodiversity.org.au:afd.taxon:14fb675e-7410-4367-974d-a6547f1d4637
422=	24	urn:lsid:biodiversity.org.au:afd.taxon:17a64cd9-ad29-4c1e-89af-32246c0b460a
422=	24	urn:lsid:biodiversity.org.au:afd.taxon:1b58e6bc-82fb-4669-b2c2-52edea417942
422=	24	urn:lsid:biodiversity.org.au:afd.taxon:1bc49b1d-4796-461f-9f2d-9cb666fc4c22
422=	24	urn:lsid:biodiversity.org.au:afd.taxon:1c7b1963-3518-4d8f-88cb-0ccc0edb0a4e
422=	24	urn:lsid:biodiversity.org.au:afd.taxon:1d20de61-43c6-4738-9739-afe8bbdf0610
422=	24	urn:lsid:biodiversity.org.au:afd.taxon:28ba044b-896b-487c-8f80-94d4c3a84e38
422=	24	urn:lsid:biodiversity.org.au:afd.taxon:2a47a22f-368d-4c3b-977c-249bdd3403c3
422=	24	urn:lsid:biodiversity.org.au:afd.taxon:3063b8b9-c315-48e5-90d8-2656b02c49c4
422=	24	urn:lsid:biodiversity.org.au:afd.taxon:31896c4c-5484-45fa-b4d5-a931d58d7c1a
422=	24	urn:lsid:biodiversity.org.au:afd.taxon:35b9e562-6f40-4eff-87f3-06aec49b22f3
422=	24	urn:lsid:biodiversity.org.au:afd.taxon:40c389dd-68ab-482b-a7b1-6219e2357d1a
422=	24	urn:lsid:biodiversity.org.au:afd.taxon:46235672-cc4d-42a6-a444-2e8f8a7301d4
422=	24	urn:lsid:biodiversity.org.au:afd.taxon:4833fd4e-53ee-4e20-a578-47eef0461d25
422=	24	urn:lsid:biodiversity.org.au:afd.taxon:4f9efe0b-9a55-4015-9e97-f7eb914b851f
422=	24	urn:lsid:biodiversity.org.au:afd.taxon:53d77083-4d03-42df-b2a5-d561892b8408
422=	24	urn:lsid:biodiversity.org.au:afd.taxon:544251e6-5962-489c-8c6b-11e43c33a911
422=	24	urn:lsid:biodiversity.org.au:afd.taxon:5635b55a-7d32-454f-89b3-ec334260897b
422=	24	urn:lsid:biodiversity.org.au:afd.taxon:5c90c98d-2e70-4cf6-86a2-f97fc16386e0
422=	24	urn:lsid:biodiversity.org.au:afd.taxon:5df52425-fa96-4bb9-8b6c-11755734c247
422=	24	urn:lsid:biodiversity.org.au:afd.taxon:6529fa16-1048-407a-a2a6-e033ce2621aa
422=	24	urn:lsid:biodiversity.org.au:afd.taxon:656113f5-62cb-40b7-986e-1c5c91797f3b
422=	24	urn:lsid:biodiversity.org.au:afd.taxon:6bbca408-1726-47bb-9cb3-8ab7b1f82829
422=	24	urn:lsid:biodiversity.org.au:afd.taxon:6d16b0e1-befe-47a7-9640-4246b1db87d7
422=	24	urn:lsid:biodiversity.org.au:afd.taxon:79b97933-c796-4be0-a230-b4c18cf1b562
422=	24	urn:lsid:biodiversity.org.au:afd.taxon:79bcf68e-2dbe-49a2-aedf-2fb29f75d789
422=	24	urn:lsid:biodiversity.org.au:afd.taxon:7c1e32cc-1a9d-47b1-bd97-7d15e958f33a
422=	24	urn:lsid:biodiversity.org.au:afd.taxon:84453585-dfb6-463e-89ec-d43808d6b077
422=	24	urn:lsid:biodiversity.org.au:afd.taxon:8505f68a-653a-4b6d-80ea-6d4ed325ac48
422=	24	urn:lsid:biodiversity.org.au:afd.taxon:8638ccf1-dfc0-4f31-a164-f55df550e3fb
422=	24	urn:lsid:biodiversity.org.au:afd.taxon:8b1bb98d-d02f-4d6c-9375-e41db776528c
422=	24	urn:lsid:biodiversity.org.au:afd.taxon:8cc7f657-f056-4f7f-bbb5-d48c4741c2e6
422=	24	urn:lsid:biodiversity.org.au:afd.taxon:8f3a0819-e550-442a-88e5-502799407391
422=	24	urn:lsid:biodiversity.org.au:afd.taxon:96201abf-d7af-42b6-b076-57c54120321c
422=	24	urn:lsid:biodiversity.org.au:afd.taxon:a1005e6f-6628-4c27-b7d8-21c631fcce1d
422=	24	urn:lsid:biodiversity.org.au:afd.taxon:a492303a-53d7-457a-80e4-9906e1a95111
422=	24	urn:lsid:biodiversity.org.au:afd.taxon:a758a84e-3bb5-4abf-ba7a-71495cff48d8
422=	24	urn:lsid:biodiversity.org.au:afd.taxon:a7aeb2fc-0109-418b-945d-9172c07627a0
422=	24	urn:lsid:biodiversity.org.au:afd.taxon:ad87ed84-193b-47b2-8bd2-a567e8f26eab
422=	24	urn:lsid:biodiversity.org.au:afd.taxon:b286ff0e-9859-1327-e044-00144f3b4a43
422=	24	urn:lsid:biodiversity.org.au:afd.taxon:b90cece4-ac15-475a-9e65-da726f183d98
422=	24	urn:lsid:biodiversity.org.au:afd.taxon:b918609d-093f-45ee-a086-eafe1639b842
422=	24	urn:lsid:biodiversity.org.au:afd.taxon:bcc2e2c4-266c-4e4f-8eda-1b5ff330374e
422=	24	urn:lsid:biodiversity.org.au:afd.taxon:c7c252f5-87ad-48ce-bf4a-f882be8076f9
422=	24	urn:lsid:biodiversity.org.au:afd.taxon:e2335c87-1f07-42bd-983c-84885ad8f6be
422=	24	urn:lsid:biodiversity.org.au:afd.taxon:e386422e-3c8a-42d5-a823-f8f6550b2a07
422=	24	urn:lsid:biodiversity.org.au:afd.taxon:e8f64b36-1ae1-4571-8110-8cc0d9981088
422=	24	urn:lsid:biodiversity.org.au:afd.taxon:f1337208-c985-4a12-8628-86b5e959b42d
422=	24	urn:lsid:biodiversity.org.au:afd.taxon:fb5a10a2-2aa1-4f9a-90a4-ed4e3705eb4d
422=	24	urn:lsid:biodiversity.org.au:afd.taxon:fb5f8ef8-e63c-4799-9151-aee75e4e1d69
422=	24	urn:lsid:biodiversity.org.au:afd.taxon:fd877b8a-061a-4274-9f3e-9fb0d1cc819d
477=	23	urn:lsid:biodiversity.org.au:afd.taxon:851e0641-3f22-45ef-84df-4a72c98e9a66
477=	23	urn:lsid:biodiversity.org.au:afd.taxon:96376974-c409-4086-8a3d-228ec5abb942
477=	23	urn:lsid:biodiversity.org.au:afd.taxon:b286ff0e-96d7-1327-e044-00144f3b4a43
477=	23	urn:lsid:biodiversity.org.au:afd.taxon:b286ff0e-9973-1327-e044-00144f3b4a43
477=	23	urn:lsid:biodiversity.org.au:afd.taxon:d2f410f7-0ece-4c01-a61b-ddeb4e33c1a7
482=	22	urn:lsid:biodiversity.org.au:afd.taxon:1488a285-71fd-426b-94e6-1b9eff5b24ee
482=	22	urn:lsid:biodiversity.org.au:afd.taxon:18fe8bb3-eaa9-4bd2-8bb4-be16f80e9a2f
482=	22	urn:lsid:biodiversity.org.au:afd.taxon:86939757-69a3-4a74-9b96-b9e2afb4d384
482=	22	urn:lsid:biodiversity.org.au:afd.taxon:91cdab8f-c6fe-45fe-9960-caacec75c660
482=	22	urn:lsid:biodiversity.org.au:afd.taxon:ada1e101-0864-4081-a256-e24b558a1c3a
482=	22	urn:lsid:biodiversity.org.au:afd.taxon:b286ff0e-9967-1327-e044-00144f3b4a43
482=	22	urn:lsid:biodiversity.org.au:afd.taxon:b3690121-24ec-406f-a130-18f85de58eb5
482=	22	urn:lsid:biodiversity.org.au:afd.taxon:be554d32-5967-4a13-87c9-1b41dfb0901e
482=	22	urn:lsid:biodiversity.org.au:afd.taxon:c6e67556-4b94-4e4f-8c83-68e297a29801
482=	22	urn:lsid:biodiversity.org.au:afd.taxon:c9cc6ce8-cb91-4f14-98c2-07eaad1a41a7
